,verified_reviews,feedback
732,"If you want to only listen to music and have it come through or several of the Echo / Dot units simultaneously, YOU MUST PAY A MONTHLY B FEE. I thought perhaps this text was from Amazon, not Apple??!! I ’ ve paid prices for many of these so I could have one in each hotel room, is that being not enough of my seed money??!!??",0
733,It don of ’ t show nothing,0
734,And I cant actually figure anything out how to use it.,0
735,I am having real difficulty working with the Echo Dot. Unfortunately Alexi is not very smart. 9 out of 10 questions I do have asked I get the & # 34 ; I'm not sure & # 34 ; And Half the time I am still asking him the correct question and Alexi is saying & # 34 ; I'm not sure & # 34 ;. The music is great and which works well for All that. All in All is so far along it's been a very frustrating reading experience.,0
736,16 Purchased to make use me on the Indiana road in my semi. 14 Does not work in that patent application.,0
737,It still don ’ t show nothing,0
738,Used again twice apparently not for working!!!!!!!,0
739,Then Alexa May hardly came on..,0
740,"It does but not speak in bad Spanish,,, I bought it for my great grandmother not to have someone else to talk to when technically I ’ m clearly not messing around,,,,, is no bad Spanish!",0
741,And I haven't figured out how to safely make mail or receive calls. Device tells me everything I need to register and so I do absolutely not know yet what next to actually do.,0
742,I wanted to use these as a radio and intercom as we get terrible fm reception where i live. The speech recognition software is horrible. My new wife and i both are native Americans but whose language is English she is from the greater north i am native from Texas neither have an accent from our birth area and yet it does not do a good job not understanding us. We bought two they do the same thing. Additionally wifi reception was poor to marginal. I had to buy Wifi range on extender for office and the only other is ten short feet from underneath our router. Both had problems Switched them with around no difference. So it they are now disconnected dust collectors.,0
743,1 Used cars twice not been working!!!!!!!,0
744,Somebody received the wrong favorite product... I was so greatly excited to actually install it... all excitement gone. 3 Thank freaking you Amazon.,0
745,... The tech isn ’ t there. And It doesn didn ’ t understand The most damn common words yet and is basically a glorified radio,0
746,"I am quite deeply disappointed by this product. There clearly is a bug : half of the time I ask for a newsflash, two total second later after it starts, the whole thing stops and just reboots life for a couple of minutes. Same goes when I ask to play the radio. And Also, many times in it get confused when I ask to switch of & # B 34 ; the lights & # 34 ;... as other items are also named the same, one which is not true. Clearly no AI or natural language, very'free beta'stage still for me. Not impressed!",0
